item_id	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	condition	binary_label	sentence	template_family	verb_surface	object_surface	verb_lemma	object_lemma	verb_object_FSG	violation_type	source_record_id	auto_expected_makes_sense_yes_no	auto_structure_complete_yes_no	auto_usf_condition_pass_yes_no	human_sentence_well_formed_yes_no	human_sentence_makes_sense_yes_no	human_notes_optional
CAND_PLAUS_000523	plus	candidate_pending_human_review			strong_congruence	1	Every day he nails two hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000524	plus	candidate_pending_human_review			strong_congruence	1	Last week he nailed two hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000525	plus	candidate_pending_human_review			strong_congruence	1	They are nailing two hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000526	plus	candidate_pending_human_review			strong_congruence	1	They do not nail two hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000527	plus	candidate_pending_human_review			strong_congruence	1	Every day they nail two hammers	present_3s	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000528	plus	candidate_pending_human_review			strong_congruence	1	Last week they nailed two hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000529	plus	candidate_pending_human_review			strong_congruence	1	She is nailing three hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000530	plus	candidate_pending_human_review			strong_congruence	1	She does not nail three hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000531	plus	candidate_pending_human_review			strong_congruence	1	Every day she nails three hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000532	plus	candidate_pending_human_review			strong_congruence	1	Last week she nailed three hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000533	plus	candidate_pending_human_review			strong_congruence	1	He is nailing three hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000534	plus	candidate_pending_human_review			strong_congruence	1	He does not nail three hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000535	plus	candidate_pending_human_review			strong_congruence	1	Every day he nails three hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000536	plus	candidate_pending_human_review			strong_congruence	1	Last week he nailed three hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000537	plus	candidate_pending_human_review			strong_congruence	1	They are nailing three hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000538	plus	candidate_pending_human_review			strong_congruence	1	They do not nail three hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000539	plus	candidate_pending_human_review			strong_congruence	1	Every day they nail three hammers	present_3s	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000540	plus	candidate_pending_human_review			strong_congruence	1	Last week they nailed three hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000541	plus	candidate_pending_human_review			strong_congruence	1	She is nailing four hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000542	plus	candidate_pending_human_review			strong_congruence	1	She does not nail four hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000543	plus	candidate_pending_human_review			strong_congruence	1	Every day she nails four hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000544	plus	candidate_pending_human_review			strong_congruence	1	Last week she nailed four hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000545	plus	candidate_pending_human_review			strong_congruence	1	He is nailing four hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000546	plus	candidate_pending_human_review			strong_congruence	1	He does not nail four hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000547	plus	candidate_pending_human_review			strong_congruence	1	Every day he nails four hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000548	plus	candidate_pending_human_review			strong_congruence	1	Last week he nailed four hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000549	plus	candidate_pending_human_review			strong_congruence	1	They are nailing four hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000550	plus	candidate_pending_human_review			strong_congruence	1	They do not nail four hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000551	plus	candidate_pending_human_review			strong_congruence	1	Every day they nail four hammers	present_3s	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000552	plus	candidate_pending_human_review			strong_congruence	1	Last week they nailed four hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000553	plus	candidate_pending_human_review			strong_congruence	1	She is nailing five hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000554	plus	candidate_pending_human_review			strong_congruence	1	She does not nail five hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000555	plus	candidate_pending_human_review			strong_congruence	1	Every day she nails five hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000556	plus	candidate_pending_human_review			strong_congruence	1	Last week she nailed five hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000557	plus	candidate_pending_human_review			strong_congruence	1	He is nailing five hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000558	plus	candidate_pending_human_review			strong_congruence	1	He does not nail five hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000559	plus	candidate_pending_human_review			strong_congruence	1	Every day he nails five hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000560	plus	candidate_pending_human_review			strong_congruence	1	Last week he nailed five hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000561	plus	candidate_pending_human_review			strong_congruence	1	They are nailing five hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000562	plus	candidate_pending_human_review			strong_congruence	1	They do not nail five hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000563	plus	candidate_pending_human_review			strong_congruence	1	Every day they nail five hammers	present_3s	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000564	plus	candidate_pending_human_review			strong_congruence	1	Last week they nailed five hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000565	plus	candidate_pending_human_review			strong_congruence	1	She is nailing six hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000566	plus	candidate_pending_human_review			strong_congruence	1	She does not nail six hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000567	plus	candidate_pending_human_review			strong_congruence	1	Every day she nails six hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000568	plus	candidate_pending_human_review			strong_congruence	1	Last week she nailed six hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000569	plus	candidate_pending_human_review			strong_congruence	1	He is nailing six hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000570	plus	candidate_pending_human_review			strong_congruence	1	He does not nail six hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000571	plus	candidate_pending_human_review			strong_congruence	1	Every day he nails six hammers	present_3s	nails	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000572	plus	candidate_pending_human_review			strong_congruence	1	Last week he nailed six hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000573	plus	candidate_pending_human_review			strong_congruence	1	They are nailing six hammers	be_progressive	nailing	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000574	plus	candidate_pending_human_review			strong_congruence	1	They do not nail six hammers	do_negation	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000575	plus	candidate_pending_human_review			strong_congruence	1	Every day they nail six hammers	present_3s	nail	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000576	plus	candidate_pending_human_review			strong_congruence	1	Last week they nailed six hammers	simple_past	nailed	hammers	nail	hammer	0.622		USF:Cue_Target_Pairs.L-O:6425	yes	yes	yes	yes	yes	
CAND_PLAUS_000577	plus	candidate_pending_human_review			strong_congruence	1	She is earning one money	be_progressive	earning	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000578	plus	candidate_pending_human_review			strong_congruence	1	She does not earn one money	do_negation	earn	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000579	plus	candidate_pending_human_review			strong_congruence	1	Every day she earns one money	present_3s	earns	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000580	plus	candidate_pending_human_review			strong_congruence	1	Last week she earned one money	simple_past	earned	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000581	plus	candidate_pending_human_review			strong_congruence	1	He is earning one money	be_progressive	earning	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000582	plus	candidate_pending_human_review			strong_congruence	1	He does not earn one money	do_negation	earn	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000583	plus	candidate_pending_human_review			strong_congruence	1	Every day he earns one money	present_3s	earns	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000584	plus	candidate_pending_human_review			strong_congruence	1	Last week he earned one money	simple_past	earned	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000585	plus	candidate_pending_human_review			strong_congruence	1	They are earning one money	be_progressive	earning	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000586	plus	candidate_pending_human_review			strong_congruence	1	They do not earn one money	do_negation	earn	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000587	plus	candidate_pending_human_review			strong_congruence	1	Every day they earn one money	present_3s	earn	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000588	plus	candidate_pending_human_review			strong_congruence	1	Last week they earned one money	simple_past	earned	money	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000589	plus	candidate_pending_human_review			strong_congruence	1	She is earning two moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000590	plus	candidate_pending_human_review			strong_congruence	1	She does not earn two moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000591	plus	candidate_pending_human_review			strong_congruence	1	Every day she earns two moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000592	plus	candidate_pending_human_review			strong_congruence	1	Last week she earned two moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000593	plus	candidate_pending_human_review			strong_congruence	1	He is earning two moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000594	plus	candidate_pending_human_review			strong_congruence	1	He does not earn two moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000595	plus	candidate_pending_human_review			strong_congruence	1	Every day he earns two moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000596	plus	candidate_pending_human_review			strong_congruence	1	Last week he earned two moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000597	plus	candidate_pending_human_review			strong_congruence	1	They are earning two moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000598	plus	candidate_pending_human_review			strong_congruence	1	They do not earn two moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000599	plus	candidate_pending_human_review			strong_congruence	1	Every day they earn two moneys	present_3s	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000600	plus	candidate_pending_human_review			strong_congruence	1	Last week they earned two moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000601	plus	candidate_pending_human_review			strong_congruence	1	She is earning three moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000602	plus	candidate_pending_human_review			strong_congruence	1	She does not earn three moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000603	plus	candidate_pending_human_review			strong_congruence	1	Every day she earns three moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000604	plus	candidate_pending_human_review			strong_congruence	1	Last week she earned three moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000605	plus	candidate_pending_human_review			strong_congruence	1	He is earning three moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000606	plus	candidate_pending_human_review			strong_congruence	1	He does not earn three moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000607	plus	candidate_pending_human_review			strong_congruence	1	Every day he earns three moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000608	plus	candidate_pending_human_review			strong_congruence	1	Last week he earned three moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000609	plus	candidate_pending_human_review			strong_congruence	1	They are earning three moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000610	plus	candidate_pending_human_review			strong_congruence	1	They do not earn three moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000611	plus	candidate_pending_human_review			strong_congruence	1	Every day they earn three moneys	present_3s	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000612	plus	candidate_pending_human_review			strong_congruence	1	Last week they earned three moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000613	plus	candidate_pending_human_review			strong_congruence	1	She is earning four moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000614	plus	candidate_pending_human_review			strong_congruence	1	She does not earn four moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000615	plus	candidate_pending_human_review			strong_congruence	1	Every day she earns four moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000616	plus	candidate_pending_human_review			strong_congruence	1	Last week she earned four moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000617	plus	candidate_pending_human_review			strong_congruence	1	He is earning four moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000618	plus	candidate_pending_human_review			strong_congruence	1	He does not earn four moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000619	plus	candidate_pending_human_review			strong_congruence	1	Every day he earns four moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000620	plus	candidate_pending_human_review			strong_congruence	1	Last week he earned four moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000621	plus	candidate_pending_human_review			strong_congruence	1	They are earning four moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000622	plus	candidate_pending_human_review			strong_congruence	1	They do not earn four moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000623	plus	candidate_pending_human_review			strong_congruence	1	Every day they earn four moneys	present_3s	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000624	plus	candidate_pending_human_review			strong_congruence	1	Last week they earned four moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000625	plus	candidate_pending_human_review			strong_congruence	1	She is earning five moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000626	plus	candidate_pending_human_review			strong_congruence	1	She does not earn five moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000627	plus	candidate_pending_human_review			strong_congruence	1	Every day she earns five moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000628	plus	candidate_pending_human_review			strong_congruence	1	Last week she earned five moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000629	plus	candidate_pending_human_review			strong_congruence	1	He is earning five moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000630	plus	candidate_pending_human_review			strong_congruence	1	He does not earn five moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000631	plus	candidate_pending_human_review			strong_congruence	1	Every day he earns five moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000632	plus	candidate_pending_human_review			strong_congruence	1	Last week he earned five moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000633	plus	candidate_pending_human_review			strong_congruence	1	They are earning five moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000634	plus	candidate_pending_human_review			strong_congruence	1	They do not earn five moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000635	plus	candidate_pending_human_review			strong_congruence	1	Every day they earn five moneys	present_3s	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000636	plus	candidate_pending_human_review			strong_congruence	1	Last week they earned five moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000637	plus	candidate_pending_human_review			strong_congruence	1	She is earning six moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000638	plus	candidate_pending_human_review			strong_congruence	1	She does not earn six moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000639	plus	candidate_pending_human_review			strong_congruence	1	Every day she earns six moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000640	plus	candidate_pending_human_review			strong_congruence	1	Last week she earned six moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000641	plus	candidate_pending_human_review			strong_congruence	1	He is earning six moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000642	plus	candidate_pending_human_review			strong_congruence	1	He does not earn six moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000643	plus	candidate_pending_human_review			strong_congruence	1	Every day he earns six moneys	present_3s	earns	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000644	plus	candidate_pending_human_review			strong_congruence	1	Last week he earned six moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000645	plus	candidate_pending_human_review			strong_congruence	1	They are earning six moneys	be_progressive	earning	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000646	plus	candidate_pending_human_review			strong_congruence	1	They do not earn six moneys	do_negation	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000647	plus	candidate_pending_human_review			strong_congruence	1	Every day they earn six moneys	present_3s	earn	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000648	plus	candidate_pending_human_review			strong_congruence	1	Last week they earned six moneys	simple_past	earned	moneys	earn	money	0.462		USF:Cue_Target_Pairs.D-F:4267	yes	yes	yes	yes	yes	
CAND_PLAUS_000649	plus	candidate_pending_human_review			strong_congruence	1	She is swearing one curse	be_progressive	swearing	curse	swear	curse	0.382		USF:Cue_Target_Pairs.S:8883	yes	yes	yes	yes	yes	
CAND_PLAUS_000650	plus	candidate_pending_human_review			strong_congruence	1	She does not swear one curse	do_negation	swear	curse	swear	curse	0.382		USF:Cue_Target_Pairs.S:8883	yes	yes	yes	yes	yes	
CAND_PLAUS_000651	plus	candidate_pending_human_review			strong_congruence	1	Every day she swears one curse	present_3s	swears	curse	swear	curse	0.382		USF:Cue_Target_Pairs.S:8883	yes	yes	yes	yes	yes	
