item_id	condition	binary_label	split	word1	word2	word1_ipa	word2_ipa	qc_notes
SOUND_0180	rhyme	1	train	tout	trout	"[""t"", ""aʊ"", ""t""]"	"[""t"", ""ɹ"", ""aʊ"", ""t""]"	
SOUND_0181	unrelated	0	train	adds	cur	"[""æ"", ""d"", ""z""]"	"[""k"", ""ɜː""]"	
SOUND_0182	unrelated	0	train	adds	juke	"[""æ"", ""d"", ""z""]"	"[""d̠ʒ"", ""uː"", ""k""]"	unseen_phase1:juke
SOUND_0183	unrelated	0	train	adds	of	"[""æ"", ""d"", ""z""]"	"[""ʌ"", ""v""]"	
SOUND_0184	unrelated	0	train	adds	out	"[""æ"", ""d"", ""z""]"	"[""aʊ"", ""t""]"	
SOUND_0185	unrelated	0	train	adds	pray	"[""æ"", ""d"", ""z""]"	"[""p"", ""ɹ"", ""eɪ""]"	
SOUND_0186	unrelated	0	train	adds	pups	"[""æ"", ""d"", ""z""]"	"[""p"", ""ʌ"", ""p"", ""s""]"	
SOUND_0187	unrelated	0	train	adds	reps	"[""æ"", ""d"", ""z""]"	"[""ɹ"", ""ɛ"", ""p"", ""s""]"	unseen_phase1:reps
SOUND_0188	unrelated	0	train	adds	slob	"[""æ"", ""d"", ""z""]"	"[""s"", ""l"", ""ɑ"", ""b""]"	
SOUND_0189	unrelated	0	train	adds	tyke	"[""æ"", ""d"", ""z""]"	"[""t"", ""aɪ"", ""k""]"	
SOUND_0190	unrelated	0	train	aim	nine	"[""eɪ"", ""m""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0191	unrelated	0	train	arms	sash	"[""ɑ"", ""ɹ"", ""m"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0192	unrelated	0	train	barf	seal	"[""b"", ""ɑ"", ""ɹ"", ""f""]"	"[""s"", ""iː"", ""l""]"	unseen_phase1:barf
SOUND_0193	unrelated	0	train	bark	nine	"[""b"", ""ɑ"", ""ɹ"", ""k""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0194	unrelated	0	train	bees	sash	"[""b"", ""iː"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0195	unrelated	0	train	bib	nursed	"[""b"", ""ɪ"", ""b""]"	"[""n"", ""ɜː"", ""s"", ""d""]"	
SOUND_0196	unrelated	0	train	bit	nine	"[""b"", ""ɪ"", ""t""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0197	unrelated	0	train	blah	sash	"[""b"", ""l"", ""ɑ""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0198	unrelated	0	train	blip	nursed	"[""b"", ""l"", ""ɪ"", ""p""]"	"[""n"", ""ɜː"", ""s"", ""d""]"	
SOUND_0199	unrelated	0	train	bolts	nine	"[""b"", ""oʊ"", ""l"", ""t"", ""s""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0200	unrelated	0	train	bop	germ	"[""b"", ""ɑ"", ""p""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0201	unrelated	0	train	borne	sash	"[""b"", ""ɔ"", ""ɹ"", ""n""]"	"[""s"", ""æ"", ""ʃ""]"	unseen_phase1:borne
SOUND_0202	unrelated	0	train	borne	swells	"[""b"", ""ɔ"", ""ɹ"", ""n""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:borne,swells
SOUND_0203	unrelated	0	train	botched	rim	"[""b"", ""ɑ"", ""t̠ʃ"", ""t""]"	"[""ɹ"", ""ɪ"", ""m""]"	unseen_phase1:botched
SOUND_0204	unrelated	0	train	both	cast	"[""b"", ""oʊ"", ""θ""]"	"[""k"", ""æ"", ""s"", ""t""]"	
SOUND_0205	unrelated	0	train	both	clam	"[""b"", ""oʊ"", ""θ""]"	"[""k"", ""l"", ""æ"", ""m""]"	
SOUND_0206	unrelated	0	train	both	clams	"[""b"", ""oʊ"", ""θ""]"	"[""k"", ""l"", ""æ"", ""m"", ""z""]"	
SOUND_0207	unrelated	0	train	both	clog	"[""b"", ""oʊ"", ""θ""]"	"[""k"", ""l"", ""ɑ"", ""ɡ""]"	
SOUND_0208	unrelated	0	train	both	dips	"[""b"", ""oʊ"", ""θ""]"	"[""d"", ""ɪ"", ""p"", ""s""]"	
SOUND_0209	unrelated	0	train	both	drive	"[""b"", ""oʊ"", ""θ""]"	"[""d"", ""ɹ"", ""aɪ"", ""v""]"	
SOUND_0210	unrelated	0	train	both	drugs	"[""b"", ""oʊ"", ""θ""]"	"[""d"", ""ɹ"", ""ʌ"", ""ɡ"", ""z""]"	
SOUND_0211	unrelated	0	train	both	end	"[""b"", ""oʊ"", ""θ""]"	"[""ɛ"", ""n"", ""d""]"	
SOUND_0212	unrelated	0	train	both	fees	"[""b"", ""oʊ"", ""θ""]"	"[""f"", ""iː"", ""z""]"	
SOUND_0213	unrelated	0	train	both	flops	"[""b"", ""oʊ"", ""θ""]"	"[""f"", ""l"", ""ɑ"", ""p"", ""s""]"	
SOUND_0214	unrelated	0	train	both	fruits	"[""b"", ""oʊ"", ""θ""]"	"[""f"", ""ɹ"", ""uː"", ""t"", ""s""]"	
SOUND_0215	unrelated	0	train	both	funds	"[""b"", ""oʊ"", ""θ""]"	"[""f"", ""ʌ"", ""n"", ""d"", ""z""]"	
SOUND_0216	unrelated	0	train	both	gems	"[""b"", ""oʊ"", ""θ""]"	"[""d̠ʒ"", ""ɛ"", ""m"", ""z""]"	
SOUND_0217	unrelated	0	train	both	gulp	"[""b"", ""oʊ"", ""θ""]"	"[""ɡ"", ""ʌ"", ""l"", ""p""]"	
SOUND_0218	unrelated	0	train	both	hips	"[""b"", ""oʊ"", ""θ""]"	"[""h"", ""ɪ"", ""p"", ""s""]"	
SOUND_0219	unrelated	0	train	both	hiss	"[""b"", ""oʊ"", ""θ""]"	"[""h"", ""ɪ"", ""s""]"	
SOUND_0220	unrelated	0	train	both	jest	"[""b"", ""oʊ"", ""θ""]"	"[""d̠ʒ"", ""ɛ"", ""s"", ""t""]"	
SOUND_0221	unrelated	0	train	both	jugs	"[""b"", ""oʊ"", ""θ""]"	"[""d̠ʒ"", ""ʌ"", ""ɡ"", ""z""]"	
SOUND_0222	unrelated	0	train	both	jump	"[""b"", ""oʊ"", ""θ""]"	"[""d̠ʒ"", ""ʌ"", ""m"", ""p""]"	
SOUND_0223	unrelated	0	train	both	keeps	"[""b"", ""oʊ"", ""θ""]"	"[""k"", ""iː"", ""p"", ""s""]"	
SOUND_0224	unrelated	0	train	both	lan	"[""b"", ""oʊ"", ""θ""]"	"[""l"", ""æ"", ""n""]"	
SOUND_0225	unrelated	0	train	both	makes	"[""b"", ""oʊ"", ""θ""]"	"[""m"", ""eɪ"", ""k"", ""s""]"	
SOUND_0226	unrelated	0	train	both	moms	"[""b"", ""oʊ"", ""θ""]"	"[""m"", ""ɑ"", ""m"", ""z""]"	
SOUND_0227	unrelated	0	train	both	ni	"[""b"", ""oʊ"", ""θ""]"	"[""n"", ""aɪ""]"	
SOUND_0228	unrelated	0	train	both	oils	"[""b"", ""oʊ"", ""θ""]"	"[""ɔɪ"", ""l"", ""z""]"	unseen_phase1:oils
SOUND_0229	unrelated	0	train	both	pi	"[""b"", ""oʊ"", ""θ""]"	"[""p"", ""aɪ""]"	
SOUND_0230	unrelated	0	train	both	prep	"[""b"", ""oʊ"", ""θ""]"	"[""p"", ""ɹ"", ""ɛ"", ""p""]"	unseen_phase1:prep
SOUND_0231	unrelated	0	train	both	rink	"[""b"", ""oʊ"", ""θ""]"	"[""ɹ"", ""ɪ"", ""ŋ"", ""k""]"	
SOUND_0232	unrelated	0	train	both	sharp	"[""b"", ""oʊ"", ""θ""]"	"[""ʃ"", ""ɑ"", ""ɹ"", ""p""]"	
SOUND_0233	unrelated	0	train	both	shrunk	"[""b"", ""oʊ"", ""θ""]"	"[""ʃ"", ""ɹ"", ""ʌ"", ""ŋ"", ""k""]"	
SOUND_0234	unrelated	0	train	both	spun	"[""b"", ""oʊ"", ""θ""]"	"[""s"", ""p"", ""ʌ"", ""n""]"	
SOUND_0235	unrelated	0	train	both	state	"[""b"", ""oʊ"", ""θ""]"	"[""s"", ""t"", ""eɪ"", ""t""]"	
SOUND_0236	unrelated	0	train	both	stops	"[""b"", ""oʊ"", ""θ""]"	"[""s"", ""t"", ""ɑ"", ""p"", ""s""]"	
SOUND_0237	unrelated	0	train	both	surf	"[""b"", ""oʊ"", ""θ""]"	"[""s"", ""ɜː"", ""f""]"	
SOUND_0238	unrelated	0	train	both	swell	"[""b"", ""oʊ"", ""θ""]"	"[""s"", ""w"", ""ɛ"", ""l""]"	
SOUND_0239	unrelated	0	train	both	tar	"[""b"", ""oʊ"", ""θ""]"	"[""t"", ""ɑ"", ""ɹ""]"	
SOUND_0240	unrelated	0	train	both	tides	"[""b"", ""oʊ"", ""θ""]"	"[""t"", ""aɪ"", ""d"", ""z""]"	unseen_phase1:tides
SOUND_0241	unrelated	0	train	bran	germ	"[""b"", ""ɹ"", ""æ"", ""n""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0242	unrelated	0	train	brand	germ	"[""b"", ""ɹ"", ""æ"", ""n"", ""d""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0243	unrelated	0	train	buds	sash	"[""b"", ""ʌ"", ""d"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0244	unrelated	0	train	buy	swank	"[""b"", ""aɪ""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0245	unrelated	0	train	camp	swells	"[""k"", ""æ"", ""m"", ""p""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:swells
SOUND_0246	unrelated	0	train	card	swells	"[""k"", ""ɑ"", ""ɹ"", ""d""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:swells
SOUND_0247	unrelated	0	train	cent	germ	"[""s"", ""ɛ"", ""n"", ""t""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0248	unrelated	0	train	chime	swank	"[""t̠ʃ"", ""aɪ"", ""m""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0249	unrelated	0	train	clasp	nine	"[""k"", ""l"", ""æ"", ""s"", ""p""]"	"[""n"", ""aɪ"", ""n""]"	unseen_phase1:clasp
SOUND_0250	unrelated	0	train	clicked	germ	"[""k"", ""l"", ""ɪ"", ""k"", ""t""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0251	unrelated	0	train	clock	nine	"[""k"", ""l"", ""ɑ"", ""k""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0252	unrelated	0	train	clones	germ	"[""k"", ""l"", ""oʊ"", ""n"", ""z""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	unseen_phase1:clones
SOUND_0253	unrelated	0	train	club	sash	"[""k"", ""l"", ""ʌ"", ""b""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0254	unrelated	0	train	cones	sash	"[""k"", ""oʊ"", ""n"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0255	unrelated	0	train	cops	nine	"[""k"", ""ɑ"", ""p"", ""s""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0256	unrelated	0	train	crust	germ	"[""k"", ""ɹ"", ""ʌ"", ""s"", ""t""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0257	unrelated	0	train	cube	seal	"[""k"", ""j"", ""uː"", ""b""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0258	unrelated	0	train	d	swank	"[""d"", ""iː""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0259	unrelated	0	train	deem	swells	"[""d"", ""iː"", ""m""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:swells
SOUND_0260	unrelated	0	train	der	swells	"[""d"", ""ɛ"", ""ɹ""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:swells
SOUND_0261	unrelated	0	train	desks	germ	"[""d"", ""ɛ"", ""s"", ""k"", ""s""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0262	unrelated	0	train	dined	germ	"[""d"", ""aɪ"", ""n"", ""d""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	unseen_phase1:dined
SOUND_0263	unrelated	0	train	doped	germ	"[""d"", ""oʊ"", ""p"", ""t""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	unseen_phase1:doped
SOUND_0264	unrelated	0	train	downed	sash	"[""d"", ""aʊ"", ""n"", ""d""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0265	unrelated	0	train	downed	swells	"[""d"", ""aʊ"", ""n"", ""d""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:swells
SOUND_0266	unrelated	0	train	drag	nine	"[""d"", ""ɹ"", ""æ"", ""ɡ""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0267	unrelated	0	train	dredge	swank	"[""d"", ""ɹ"", ""ɛ"", ""d̠ʒ""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:dredge,swank
SOUND_0268	unrelated	0	train	earns	swank	"[""ɜː"", ""n"", ""z""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0269	unrelated	0	train	eyed	germ	"[""aɪ"", ""d""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0270	unrelated	0	train	faire	swank	"[""f"", ""ɛ"", ""ɹ""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:faire,swank
SOUND_0271	unrelated	0	train	falls	nine	"[""f"", ""ɔ"", ""l"", ""z""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0272	unrelated	0	train	fart	germ	"[""f"", ""ɑ"", ""ɹ"", ""t""]"	"[""d̠ʒ"", ""ɜː"", ""m""]"	
SOUND_0273	unrelated	0	train	fats	nine	"[""f"", ""æ"", ""t"", ""s""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0274	unrelated	0	train	garde	swank	"[""ɡ"", ""ɑ"", ""ɹ"", ""d""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0275	unrelated	0	train	germ	got	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""ɡ"", ""ɑ"", ""t""]"	
SOUND_0276	unrelated	0	train	germ	highs	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""h"", ""aɪ"", ""z""]"	unseen_phase1:highs
SOUND_0277	unrelated	0	train	germ	lore	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""l"", ""ɔ"", ""ɹ""]"	
SOUND_0278	unrelated	0	train	germ	pips	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""p"", ""ɪ"", ""p"", ""s""]"	unseen_phase1:pips
SOUND_0279	unrelated	0	train	germ	plop	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""p"", ""l"", ""ɑ"", ""p""]"	
SOUND_0280	unrelated	0	train	germ	poise	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""p"", ""ɔɪ"", ""z""]"	
SOUND_0281	unrelated	0	train	germ	quad	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""k"", ""w"", ""ɑ"", ""d""]"	
SOUND_0282	unrelated	0	train	germ	rots	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""ɹ"", ""ɑ"", ""t"", ""s""]"	
SOUND_0283	unrelated	0	train	germ	scones	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""k"", ""oʊ"", ""n"", ""z""]"	unseen_phase1:scones
SOUND_0284	unrelated	0	train	germ	sized	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""aɪ"", ""z"", ""d""]"	
SOUND_0285	unrelated	0	train	germ	slugs	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""l"", ""ʌ"", ""ɡ"", ""z""]"	
SOUND_0286	unrelated	0	train	germ	sort	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""ɔ"", ""ɹ"", ""t""]"	
SOUND_0287	unrelated	0	train	germ	spiked	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""p"", ""aɪ"", ""k"", ""t""]"	
SOUND_0288	unrelated	0	train	germ	stud	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""t"", ""ʌ"", ""d""]"	unseen_phase1:stud
SOUND_0289	unrelated	0	train	germ	swill	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""s"", ""w"", ""ɪ"", ""l""]"	
SOUND_0290	unrelated	0	train	germ	tens	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""t"", ""ɛ"", ""n"", ""z""]"	
SOUND_0291	unrelated	0	train	germ	thefts	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""θ"", ""ɛ"", ""f"", ""t"", ""s""]"	unseen_phase1:thefts
SOUND_0292	unrelated	0	train	germ	tits	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""t"", ""ɪ"", ""t"", ""s""]"	unseen_phase1:tits
SOUND_0293	unrelated	0	train	germ	towed	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""t"", ""oʊ"", ""d""]"	
SOUND_0294	unrelated	0	train	germ	wails	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""w"", ""eɪ"", ""l"", ""z""]"	unseen_phase1:wails
SOUND_0295	unrelated	0	train	germ	waxed	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""w"", ""æ"", ""k"", ""s"", ""t""]"	
SOUND_0296	unrelated	0	train	germ	webs	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""w"", ""ɛ"", ""b"", ""z""]"	
SOUND_0297	unrelated	0	train	germ	zones	"[""d̠ʒ"", ""ɜː"", ""m""]"	"[""z"", ""oʊ"", ""n"", ""z""]"	unseen_phase1:zones
SOUND_0298	unrelated	0	train	glib	sash	"[""ɡ"", ""l"", ""ɪ"", ""b""]"	"[""s"", ""æ"", ""ʃ""]"	unseen_phase1:glib
SOUND_0299	unrelated	0	train	glib	swank	"[""ɡ"", ""l"", ""ɪ"", ""b""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:glib,swank
SOUND_0300	unrelated	0	train	gorge	sash	"[""ɡ"", ""ɔ"", ""ɹ"", ""d̠ʒ""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0301	unrelated	0	train	groves	sash	"[""ɡ"", ""ɹ"", ""oʊ"", ""v"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0302	unrelated	0	train	guile	sash	"[""ɡ"", ""aɪ"", ""l""]"	"[""s"", ""æ"", ""ʃ""]"	unseen_phase1:guile
SOUND_0303	unrelated	0	train	gunned	sash	"[""ɡ"", ""ʌ"", ""n"", ""d""]"	"[""s"", ""æ"", ""ʃ""]"	unseen_phase1:gunned
SOUND_0304	unrelated	0	train	gush	swank	"[""ɡ"", ""ʌ"", ""ʃ""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0305	unrelated	0	train	hard	sash	"[""h"", ""ɑ"", ""ɹ"", ""d""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0306	unrelated	0	train	hit	swank	"[""h"", ""ɪ"", ""t""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0307	unrelated	0	train	home	nursed	"[""h"", ""oʊ"", ""m""]"	"[""n"", ""ɜː"", ""s"", ""d""]"	
SOUND_0308	unrelated	0	train	horned	sash	"[""h"", ""ɔ"", ""ɹ"", ""n"", ""d""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0309	unrelated	0	train	horns	sash	"[""h"", ""ɔ"", ""ɹ"", ""n"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0310	unrelated	0	train	jig	nine	"[""d̠ʒ"", ""ɪ"", ""ɡ""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0311	unrelated	0	train	jot	sash	"[""d̠ʒ"", ""ɑ"", ""t""]"	"[""s"", ""æ"", ""ʃ""]"	unseen_phase1:jot
SOUND_0312	unrelated	0	train	jugs	seal	"[""d̠ʒ"", ""ʌ"", ""ɡ"", ""z""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0313	unrelated	0	train	junk	seal	"[""d̠ʒ"", ""ʌ"", ""ŋ"", ""k""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0314	unrelated	0	train	lit	nine	"[""l"", ""ɪ"", ""t""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0315	unrelated	0	train	lows	sash	"[""l"", ""oʊ"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	unseen_phase1:lows
SOUND_0316	unrelated	0	train	mas	nine	"[""m"", ""æ"", ""s""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0317	unrelated	0	train	may	nine	"[""m"", ""eɪ""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0318	unrelated	0	train	mea	swank	"[""m"", ""iː""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0319	unrelated	0	train	mee	swank	"[""m"", ""iː""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0320	unrelated	0	train	mi	sash	"[""m"", ""aɪ""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0321	unrelated	0	train	mic	nursed	"[""m"", ""aɪ"", ""k""]"	"[""n"", ""ɜː"", ""s"", ""d""]"	
SOUND_0322	unrelated	0	train	mid	sash	"[""m"", ""ɪ"", ""d""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0323	unrelated	0	train	milk	sash	"[""m"", ""ɪ"", ""l"", ""k""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0324	unrelated	0	train	mobs	nursed	"[""m"", ""ɑ"", ""b"", ""z""]"	"[""n"", ""ɜː"", ""s"", ""d""]"	unseen_phase1:mobs
SOUND_0325	unrelated	0	train	ni	swells	"[""n"", ""aɪ""]"	"[""s"", ""w"", ""ɛ"", ""l"", ""z""]"	unseen_phase1:swells
SOUND_0326	unrelated	0	train	nine	pale	"[""n"", ""aɪ"", ""n""]"	"[""p"", ""eɪ"", ""l""]"	
SOUND_0327	unrelated	0	train	nine	press	"[""n"", ""aɪ"", ""n""]"	"[""p"", ""ɹ"", ""ɛ"", ""s""]"	
SOUND_0328	unrelated	0	train	nine	proof	"[""n"", ""aɪ"", ""n""]"	"[""p"", ""ɹ"", ""uː"", ""f""]"	
SOUND_0329	unrelated	0	train	nine	raise	"[""n"", ""aɪ"", ""n""]"	"[""ɹ"", ""eɪ"", ""z""]"	
SOUND_0330	unrelated	0	train	nine	scrip	"[""n"", ""aɪ"", ""n""]"	"[""s"", ""k"", ""ɹ"", ""ɪ"", ""p""]"	unseen_phase1:scrip
SOUND_0331	unrelated	0	train	nine	seems	"[""n"", ""aɪ"", ""n""]"	"[""s"", ""iː"", ""m"", ""z""]"	
SOUND_0332	unrelated	0	train	nine	sink	"[""n"", ""aɪ"", ""n""]"	"[""s"", ""ɪ"", ""ŋ"", ""k""]"	
SOUND_0333	unrelated	0	train	nine	sirs	"[""n"", ""aɪ"", ""n""]"	"[""s"", ""ɜː"", ""z""]"	unseen_phase1:sirs
SOUND_0334	unrelated	0	train	nine	smokes	"[""n"", ""aɪ"", ""n""]"	"[""s"", ""m"", ""oʊ"", ""k"", ""s""]"	
SOUND_0335	unrelated	0	train	nine	smut	"[""n"", ""aɪ"", ""n""]"	"[""s"", ""m"", ""ʌ"", ""t""]"	unseen_phase1:smut
SOUND_0336	unrelated	0	train	nine	tests	"[""n"", ""aɪ"", ""n""]"	"[""t"", ""ɛ"", ""s"", ""t"", ""s""]"	
SOUND_0337	unrelated	0	train	nursed	pap	"[""n"", ""ɜː"", ""s"", ""d""]"	"[""p"", ""æ"", ""p""]"	
SOUND_0338	unrelated	0	train	par	sash	"[""p"", ""ɑ"", ""ɹ""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0339	unrelated	0	train	par	swank	"[""p"", ""ɑ"", ""ɹ""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0340	unrelated	0	train	phrase	seal	"[""f"", ""ɹ"", ""eɪ"", ""z""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0341	unrelated	0	train	plumb	sash	"[""p"", ""l"", ""ʌ"", ""m""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0342	unrelated	0	train	pup	swank	"[""p"", ""ʌ"", ""p""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0343	unrelated	0	train	quart	seal	"[""k"", ""w"", ""ɔ"", ""ɹ"", ""t""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0344	unrelated	0	train	que	sash	"[""k"", ""w"", ""ɛ""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0345	unrelated	0	train	rage	seal	"[""ɹ"", ""eɪ"", ""d̠ʒ""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0346	unrelated	0	train	rays	sash	"[""ɹ"", ""eɪ"", ""z""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0347	unrelated	0	train	rays	swank	"[""ɹ"", ""eɪ"", ""z""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0348	unrelated	0	train	runs	swank	"[""ɹ"", ""ʌ"", ""n"", ""z""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0349	unrelated	0	train	sash	tip	"[""s"", ""æ"", ""ʃ""]"	"[""t"", ""ɪ"", ""p""]"	
SOUND_0350	unrelated	0	train	sash	torn	"[""s"", ""æ"", ""ʃ""]"	"[""t"", ""ɔ"", ""ɹ"", ""n""]"	
SOUND_0351	unrelated	0	train	sash	wench	"[""s"", ""æ"", ""ʃ""]"	"[""w"", ""ɛ"", ""n"", ""t̠ʃ""]"	unseen_phase1:wench
SOUND_0352	unrelated	0	train	sash	wiles	"[""s"", ""æ"", ""ʃ""]"	"[""w"", ""aɪ"", ""l"", ""z""]"	unseen_phase1:wiles
SOUND_0353	unrelated	0	train	seal	tor	"[""s"", ""iː"", ""l""]"	"[""t"", ""ɔ"", ""ɹ""]"	
SOUND_0354	unrelated	0	train	seal	trout	"[""s"", ""iː"", ""l""]"	"[""t"", ""ɹ"", ""aʊ"", ""t""]"	
SOUND_0355	unrelated	0	train	seal	wig	"[""s"", ""iː"", ""l""]"	"[""w"", ""ɪ"", ""ɡ""]"	
SOUND_0356	unrelated	0	train	shone	swank	"[""ʃ"", ""ɑ"", ""n""]"	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:swank
SOUND_0357	unrelated	0	train	swank	teal	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	"[""t"", ""iː"", ""l""]"	unseen_phase1:swank
SOUND_0358	unrelated	0	train	swank	tout	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	"[""t"", ""aʊ"", ""t""]"	unseen_phase1:swank
SOUND_0359	unrelated	0	train	swank	trays	"[""s"", ""w"", ""æ"", ""ŋ"", ""k""]"	"[""t"", ""ɹ"", ""eɪ"", ""z""]"	unseen_phase1:swank
