item_id	condition	binary_label	split	word1	word2	word1_ipa	word2_ipa	qc_notes
MEANING_0167	low_association	1	train	truce	peace	"[""t"", ""ɹ"", ""uː"", ""s""]"	"[""p"", ""iː"", ""s""]"	unseen_phase1:truce
MEANING_0168	low_association	1	train	universe	planet	"[""j"", ""uː"", ""n"", ""ɪ"", ""v"", ""ɜː"", ""s""]"	"[""p"", ""l"", ""æ"", ""n"", ""ɪ"", ""t""]"	
MEANING_0169	low_association	1	train	vegetables	fruit	"[""v"", ""ɛ"", ""d̠ʒ"", ""ɪ"", ""t"", ""ə"", ""b"", ""ə"", ""l"", ""z""]"	"[""f"", ""ɹ"", ""uː"", ""t""]"	
MEANING_0170	low_association	1	train	verdict	decision	"[""v"", ""ɜː"", ""d"", ""ɪ"", ""k"", ""t""]"	"[""d"", ""ɪ"", ""s"", ""ɪ"", ""ʒ"", ""ə"", ""n""]"	unseen_phase1:verdict
MEANING_0171	low_association	1	train	verse	song	"[""v"", ""ɜː"", ""s""]"	"[""s"", ""ɔ"", ""ŋ""]"	
MEANING_0172	low_association	1	train	wedding	bell	"[""w"", ""ɛ"", ""d"", ""ɪ"", ""ŋ""]"	"[""b"", ""ɛ"", ""l""]"	
MEANING_0173	low_association	1	train	week	month	"[""w"", ""iː"", ""k""]"	"[""m"", ""ʌ"", ""n"", ""θ""]"	
MEANING_0174	low_association	1	train	widow	death	"[""w"", ""ɪ"", ""d"", ""oʊ""]"	"[""d"", ""ɛ"", ""θ""]"	
MEANING_0175	low_association	1	train	winding	road	"[""w"", ""aɪ"", ""n"", ""d"", ""ɪ"", ""ŋ""]"	"[""ɹ"", ""oʊ"", ""d""]"	
MEANING_0176	low_association	1	train	wool	sheep	"[""w"", ""ʊ"", ""l""]"	"[""ʃ"", ""iː"", ""p""]"	
MEANING_0177	low_association	1	train	word	sentence	"[""w"", ""ɜː"", ""d""]"	"[""s"", ""ɛ"", ""n"", ""t"", ""ə"", ""n"", ""s""]"	
MEANING_0178	low_association	1	train	worth	money	"[""w"", ""ɜː"", ""θ""]"	"[""m"", ""ʌ"", ""n"", ""i""]"	
MEANING_0179	low_association	1	train	wrist	hand	"[""ɹ"", ""ɪ"", ""s"", ""t""]"	"[""h"", ""æ"", ""n"", ""d""]"	
MEANING_0180	low_association	1	train	writer	author	"[""ɹ"", ""aɪ"", ""t"", ""ə"", ""ɹ""]"	"[""ɔ"", ""θ"", ""ə"", ""ɹ""]"	
MEANING_0181	unrelated	0	train	birthday	beach	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""b"", ""iː"", ""t̠ʃ""]"	
MEANING_0182	unrelated	0	train	birthday	bench	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""b"", ""ɛ"", ""n"", ""t̠ʃ""]"	
MEANING_0183	unrelated	0	train	birthday	have	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""h"", ""æ"", ""v""]"	
MEANING_0184	unrelated	0	train	birthday	made	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""m"", ""eɪ"", ""d""]"	
MEANING_0185	unrelated	0	train	birthday	myth	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""m"", ""ɪ"", ""θ""]"	
MEANING_0186	unrelated	0	train	birthday	pair	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""p"", ""ɛ"", ""ɹ""]"	
MEANING_0187	unrelated	0	train	birthday	pill	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""p"", ""ɪ"", ""l""]"	
MEANING_0188	unrelated	0	train	birthday	treatment	"[""b"", ""ɜː"", ""θ"", ""d"", ""eɪ""]"	"[""t"", ""ɹ"", ""iː"", ""t"", ""m"", ""ə"", ""n"", ""t""]"	
MEANING_0189	unrelated	0	train	blur	advance	"[""b"", ""l"", ""ɜː""]"	"[""ə"", ""d"", ""v"", ""æ"", ""n"", ""s""]"	
MEANING_0190	unrelated	0	train	blur	anatomy	"[""b"", ""l"", ""ɜː""]"	"[""ə"", ""n"", ""æ"", ""t"", ""ə"", ""m"", ""i""]"	
MEANING_0191	unrelated	0	train	blur	cream	"[""b"", ""l"", ""ɜː""]"	"[""k"", ""ɹ"", ""iː"", ""m""]"	
MEANING_0192	unrelated	0	train	blur	fossil	"[""b"", ""l"", ""ɜː""]"	"[""f"", ""ɑ"", ""s"", ""ə"", ""l""]"	
MEANING_0193	unrelated	0	train	blur	satin	"[""b"", ""l"", ""ɜː""]"	"[""s"", ""æ"", ""t"", ""ɪ"", ""n""]"	
MEANING_0194	unrelated	0	train	cards	ahead	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""ə"", ""h"", ""ɛ"", ""d""]"	
MEANING_0195	unrelated	0	train	cards	beauty	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""b"", ""j"", ""uː"", ""t"", ""i""]"	
MEANING_0196	unrelated	0	train	cards	bubble	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""b"", ""ʌ"", ""b"", ""ə"", ""l""]"	
MEANING_0197	unrelated	0	train	cards	bully	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""b"", ""ʊ"", ""l"", ""i""]"	
MEANING_0198	unrelated	0	train	cards	clinic	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""k"", ""l"", ""ɪ"", ""n"", ""ɪ"", ""k""]"	
MEANING_0199	unrelated	0	train	cards	influence	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""ɪ"", ""n"", ""f"", ""l"", ""uː"", ""ə"", ""n"", ""s""]"	
MEANING_0200	unrelated	0	train	cards	seat	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""s"", ""iː"", ""t""]"	
MEANING_0201	unrelated	0	train	cards	tragedy	"[""k"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	"[""t"", ""ɹ"", ""æ"", ""d̠ʒ"", ""ə"", ""d"", ""i""]"	
MEANING_0202	unrelated	0	train	clog	drunk	"[""k"", ""l"", ""ɑ"", ""ɡ""]"	"[""d"", ""ɹ"", ""ʌ"", ""ŋ"", ""k""]"	
MEANING_0203	unrelated	0	train	clog	fate	"[""k"", ""l"", ""ɑ"", ""ɡ""]"	"[""f"", ""eɪ"", ""t""]"	
MEANING_0204	unrelated	0	train	clog	heading	"[""k"", ""l"", ""ɑ"", ""ɡ""]"	"[""h"", ""ɛ"", ""d"", ""ɪ"", ""ŋ""]"	
MEANING_0205	unrelated	0	train	clog	looks	"[""k"", ""l"", ""ɑ"", ""ɡ""]"	"[""l"", ""ʊ"", ""k"", ""s""]"	
MEANING_0206	unrelated	0	train	clog	people	"[""k"", ""l"", ""ɑ"", ""ɡ""]"	"[""p"", ""iː"", ""p"", ""ə"", ""l""]"	
MEANING_0207	unrelated	0	train	component	hat	"[""k"", ""ə"", ""m"", ""p"", ""oʊ"", ""n"", ""ə"", ""n"", ""t""]"	"[""h"", ""æ"", ""t""]"	
MEANING_0208	unrelated	0	train	conscious	budget	"[""k"", ""ɑ"", ""n"", ""ʃ"", ""ə"", ""s""]"	"[""b"", ""ʌ"", ""d̠ʒ"", ""ɪ"", ""t""]"	
MEANING_0209	unrelated	0	train	conscious	drugs	"[""k"", ""ɑ"", ""n"", ""ʃ"", ""ə"", ""s""]"	"[""d"", ""ɹ"", ""ʌ"", ""ɡ"", ""z""]"	
MEANING_0210	unrelated	0	train	conscious	solid	"[""k"", ""ɑ"", ""n"", ""ʃ"", ""ə"", ""s""]"	"[""s"", ""ɑ"", ""l"", ""ɪ"", ""d""]"	
MEANING_0211	unrelated	0	train	darkness	bed	"[""d"", ""ɑ"", ""ɹ"", ""k"", ""n"", ""ə"", ""s""]"	"[""b"", ""ɛ"", ""d""]"	
MEANING_0212	unrelated	0	train	darkness	climber	"[""d"", ""ɑ"", ""ɹ"", ""k"", ""n"", ""ə"", ""s""]"	"[""k"", ""l"", ""aɪ"", ""m"", ""ə"", ""ɹ""]"	
MEANING_0213	unrelated	0	train	darkness	jug	"[""d"", ""ɑ"", ""ɹ"", ""k"", ""n"", ""ə"", ""s""]"	"[""d̠ʒ"", ""ʌ"", ""ɡ""]"	
MEANING_0214	unrelated	0	train	darkness	ounce	"[""d"", ""ɑ"", ""ɹ"", ""k"", ""n"", ""ə"", ""s""]"	"[""aʊ"", ""n"", ""s""]"	
MEANING_0215	unrelated	0	train	darkness	pot	"[""d"", ""ɑ"", ""ɹ"", ""k"", ""n"", ""ə"", ""s""]"	"[""p"", ""ɑ"", ""t""]"	
MEANING_0216	unrelated	0	train	darkness	wife	"[""d"", ""ɑ"", ""ɹ"", ""k"", ""n"", ""ə"", ""s""]"	"[""w"", ""aɪ"", ""f""]"	
MEANING_0217	unrelated	0	train	diaper	cannon	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""k"", ""æ"", ""n"", ""ə"", ""n""]"	
MEANING_0218	unrelated	0	train	diaper	fate	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""f"", ""eɪ"", ""t""]"	
MEANING_0219	unrelated	0	train	diaper	hula	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""h"", ""uː"", ""l"", ""ə""]"	
MEANING_0220	unrelated	0	train	diaper	shame	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""ʃ"", ""eɪ"", ""m""]"	
MEANING_0221	unrelated	0	train	diaper	vain	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""v"", ""eɪ"", ""n""]"	
MEANING_0222	unrelated	0	train	diaper	wed	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""w"", ""ɛ"", ""d""]"	
MEANING_0223	unrelated	0	train	diaper	widow	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""w"", ""ɪ"", ""d"", ""oʊ""]"	
MEANING_0224	unrelated	0	train	diaper	wrong	"[""d"", ""aɪ"", ""p"", ""ə"", ""ɹ""]"	"[""ɹ"", ""ɔ"", ""ŋ""]"	
MEANING_0225	unrelated	0	train	electrician	kid	"[""ɪ"", ""l"", ""ɛ"", ""k"", ""t"", ""ɹ"", ""ɪ"", ""ʃ"", ""ə"", ""n""]"	"[""k"", ""ɪ"", ""d""]"	
MEANING_0226	unrelated	0	train	fancy	ham	"[""f"", ""æ"", ""n"", ""s"", ""i""]"	"[""h"", ""æ"", ""m""]"	
MEANING_0227	unrelated	0	train	fancy	police	"[""f"", ""æ"", ""n"", ""s"", ""i""]"	"[""p"", ""ə"", ""l"", ""iː"", ""s""]"	
MEANING_0228	unrelated	0	train	fancy	temple	"[""f"", ""æ"", ""n"", ""s"", ""i""]"	"[""t"", ""ɛ"", ""m"", ""p"", ""ə"", ""l""]"	
MEANING_0229	unrelated	0	train	flask	bite	"[""f"", ""l"", ""æ"", ""s"", ""k""]"	"[""b"", ""aɪ"", ""t""]"	
MEANING_0230	unrelated	0	train	flask	doll	"[""f"", ""l"", ""æ"", ""s"", ""k""]"	"[""d"", ""ɑ"", ""l""]"	
MEANING_0231	unrelated	0	train	flask	noon	"[""f"", ""l"", ""æ"", ""s"", ""k""]"	"[""n"", ""uː"", ""n""]"	
MEANING_0232	unrelated	0	train	flask	picnic	"[""f"", ""l"", ""æ"", ""s"", ""k""]"	"[""p"", ""ɪ"", ""k"", ""n"", ""ɪ"", ""k""]"	
MEANING_0233	unrelated	0	train	garage	anything	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""ɛ"", ""n"", ""ɪ"", ""θ"", ""ɪ"", ""ŋ""]"	
MEANING_0234	unrelated	0	train	garage	ass	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""æ"", ""s""]"	
MEANING_0235	unrelated	0	train	garage	carton	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""k"", ""ɑ"", ""ɹ"", ""t"", ""ə"", ""n""]"	
MEANING_0236	unrelated	0	train	garage	correct	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""k"", ""ə"", ""ɹ"", ""ɹ"", ""ɛ"", ""k"", ""t""]"	
MEANING_0237	unrelated	0	train	garage	hungry	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""h"", ""ʌ"", ""ŋ"", ""ɡ"", ""ɹ"", ""i""]"	
MEANING_0238	unrelated	0	train	garage	march	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""m"", ""ɑ"", ""ɹ"", ""t̠ʃ""]"	
MEANING_0239	unrelated	0	train	garage	need	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""n"", ""iː"", ""d""]"	
MEANING_0240	unrelated	0	train	garage	pail	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""p"", ""eɪ"", ""l""]"	
MEANING_0241	unrelated	0	train	garage	sole	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""s"", ""oʊ"", ""l""]"	
MEANING_0242	unrelated	0	train	garage	squash	"[""ɡ"", ""ə"", ""ɹ"", ""ɹ"", ""ɑ"", ""ʒ""]"	"[""s"", ""k"", ""w"", ""ɑ"", ""ʃ""]"	
MEANING_0243	unrelated	0	train	horse	accurate	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""æ"", ""k"", ""j"", ""ʊ"", ""ɹ"", ""ə"", ""t""]"	
MEANING_0244	unrelated	0	train	horse	flash	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""f"", ""l"", ""æ"", ""ʃ""]"	
MEANING_0245	unrelated	0	train	horse	leaves	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""l"", ""iː"", ""v"", ""z""]"	
MEANING_0246	unrelated	0	train	horse	mastery	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""m"", ""æ"", ""s"", ""t"", ""ə"", ""ɹ"", ""ɹ"", ""i""]"	unseen_phase1:mastery
MEANING_0247	unrelated	0	train	horse	press	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""p"", ""ɹ"", ""ɛ"", ""s""]"	
MEANING_0248	unrelated	0	train	horse	salute	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""s"", ""ə"", ""l"", ""uː"", ""t""]"	
MEANING_0249	unrelated	0	train	horse	sand	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""s"", ""æ"", ""n"", ""d""]"	
MEANING_0250	unrelated	0	train	horse	solution	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	"[""s"", ""ə"", ""l"", ""uː"", ""ʃ"", ""ə"", ""n""]"	
MEANING_0251	unrelated	0	train	malaria	belong	"[""m"", ""æ"", ""l"", ""ɛ"", ""ɹ"", ""iə""]"	"[""b"", ""ɪ"", ""l"", ""ɔ"", ""ŋ""]"	unseen_phase1:malaria
MEANING_0252	unrelated	0	train	malaria	follow	"[""m"", ""æ"", ""l"", ""ɛ"", ""ɹ"", ""iə""]"	"[""f"", ""ɑ"", ""l"", ""oʊ""]"	unseen_phase1:malaria
MEANING_0253	unrelated	0	train	malaria	snatch	"[""m"", ""æ"", ""l"", ""ɛ"", ""ɹ"", ""iə""]"	"[""s"", ""n"", ""æ"", ""t̠ʃ""]"	unseen_phase1:malaria
MEANING_0254	unrelated	0	train	neck	beg	"[""n"", ""ɛ"", ""k""]"	"[""b"", ""ɛ"", ""ɡ""]"	
MEANING_0255	unrelated	0	train	neck	blush	"[""n"", ""ɛ"", ""k""]"	"[""b"", ""l"", ""ʌ"", ""ʃ""]"	
MEANING_0256	unrelated	0	train	neck	crack	"[""n"", ""ɛ"", ""k""]"	"[""k"", ""ɹ"", ""æ"", ""k""]"	
MEANING_0257	unrelated	0	train	neck	cute	"[""n"", ""ɛ"", ""k""]"	"[""k"", ""j"", ""uː"", ""t""]"	
MEANING_0258	unrelated	0	train	neck	kidnap	"[""n"", ""ɛ"", ""k""]"	"[""k"", ""ɪ"", ""d"", ""n"", ""æ"", ""p""]"	
MEANING_0259	unrelated	0	train	neck	league	"[""n"", ""ɛ"", ""k""]"	"[""l"", ""iː"", ""ɡ""]"	
MEANING_0260	unrelated	0	train	neck	moat	"[""n"", ""ɛ"", ""k""]"	"[""m"", ""oʊ"", ""t""]"	
MEANING_0261	unrelated	0	train	neck	motor	"[""n"", ""ɛ"", ""k""]"	"[""m"", ""oʊ"", ""t"", ""ə"", ""ɹ""]"	
MEANING_0262	unrelated	0	train	neck	siren	"[""n"", ""ɛ"", ""k""]"	"[""s"", ""aɪ"", ""ɹ"", ""ə"", ""n""]"	
MEANING_0263	unrelated	0	train	neck	used	"[""n"", ""ɛ"", ""k""]"	"[""j"", ""uː"", ""z"", ""d""]"	
MEANING_0264	unrelated	0	train	pay	alternative	"[""p"", ""eɪ""]"	"[""ɔ"", ""l"", ""t"", ""ɜː"", ""n"", ""ə"", ""t"", ""ɪ"", ""v""]"	
MEANING_0265	unrelated	0	train	pay	blood	"[""p"", ""eɪ""]"	"[""b"", ""l"", ""ʌ"", ""d""]"	
MEANING_0266	unrelated	0	train	pay	decay	"[""p"", ""eɪ""]"	"[""d"", ""ɪ"", ""k"", ""eɪ""]"	unseen_phase1:decay
MEANING_0267	unrelated	0	train	pay	feather	"[""p"", ""eɪ""]"	"[""f"", ""ɛ"", ""ð"", ""ə"", ""ɹ""]"	
MEANING_0268	unrelated	0	train	pay	games	"[""p"", ""eɪ""]"	"[""ɡ"", ""eɪ"", ""m"", ""z""]"	
MEANING_0269	unrelated	0	train	pay	gray	"[""p"", ""eɪ""]"	"[""ɡ"", ""ɹ"", ""eɪ""]"	
MEANING_0270	unrelated	0	train	pay	hose	"[""p"", ""eɪ""]"	"[""h"", ""oʊ"", ""z""]"	
MEANING_0271	unrelated	0	train	pay	identity	"[""p"", ""eɪ""]"	"[""aɪ"", ""d"", ""ɛ"", ""n"", ""t"", ""ɪ"", ""t"", ""i""]"	
MEANING_0272	unrelated	0	train	pay	litter	"[""p"", ""eɪ""]"	"[""l"", ""ɪ"", ""t"", ""ə"", ""ɹ""]"	
MEANING_0273	unrelated	0	train	pay	mint	"[""p"", ""eɪ""]"	"[""m"", ""ɪ"", ""n"", ""t""]"	
MEANING_0274	unrelated	0	train	pay	mix	"[""p"", ""eɪ""]"	"[""m"", ""ɪ"", ""k"", ""s""]"	
MEANING_0275	unrelated	0	train	pay	passenger	"[""p"", ""eɪ""]"	"[""p"", ""æ"", ""s"", ""ɪ"", ""n"", ""d̠ʒ"", ""ə"", ""ɹ""]"	
MEANING_0276	unrelated	0	train	pay	room	"[""p"", ""eɪ""]"	"[""ɹ"", ""uː"", ""m""]"	
MEANING_0277	unrelated	0	train	pay	student	"[""p"", ""eɪ""]"	"[""s"", ""t"", ""uː"", ""d"", ""ə"", ""n"", ""t""]"	
MEANING_0278	unrelated	0	train	pull	airport	"[""p"", ""ʊ"", ""l""]"	"[""ɛ"", ""ɹ"", ""p"", ""ɔ"", ""ɹ"", ""t""]"	
MEANING_0279	unrelated	0	train	pull	asphalt	"[""p"", ""ʊ"", ""l""]"	"[""æ"", ""s"", ""f"", ""ɔ"", ""l"", ""t""]"	
MEANING_0280	unrelated	0	train	pull	copper	"[""p"", ""ʊ"", ""l""]"	"[""k"", ""ɑ"", ""p"", ""ə"", ""ɹ""]"	
MEANING_0281	unrelated	0	train	pull	goose	"[""p"", ""ʊ"", ""l""]"	"[""ɡ"", ""uː"", ""s""]"	
MEANING_0282	unrelated	0	train	pull	rank	"[""p"", ""ʊ"", ""l""]"	"[""ɹ"", ""æ"", ""ŋ"", ""k""]"	
MEANING_0283	unrelated	0	train	pull	stamp	"[""p"", ""ʊ"", ""l""]"	"[""s"", ""t"", ""æ"", ""m"", ""p""]"	
MEANING_0284	unrelated	0	train	pull	tendency	"[""p"", ""ʊ"", ""l""]"	"[""t"", ""ɛ"", ""n"", ""d"", ""ə"", ""n"", ""s"", ""i""]"	
MEANING_0285	unrelated	0	train	racket	ambulance	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""æ"", ""m"", ""b"", ""j"", ""ʊ"", ""l"", ""ə"", ""n"", ""s""]"	
MEANING_0286	unrelated	0	train	racket	coast	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""k"", ""oʊ"", ""s"", ""t""]"	
MEANING_0287	unrelated	0	train	racket	court	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""k"", ""ɔ"", ""ɹ"", ""t""]"	
MEANING_0288	unrelated	0	train	racket	crib	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""k"", ""ɹ"", ""ɪ"", ""b""]"	
MEANING_0289	unrelated	0	train	racket	full	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""f"", ""ʊ"", ""l""]"	
MEANING_0290	unrelated	0	train	racket	horse	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""h"", ""ɔ"", ""ɹ"", ""s""]"	
MEANING_0291	unrelated	0	train	racket	loose	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""l"", ""uː"", ""s""]"	
MEANING_0292	unrelated	0	train	racket	wolf	"[""ɹ"", ""æ"", ""k"", ""ɪ"", ""t""]"	"[""w"", ""ʊ"", ""l"", ""f""]"	
MEANING_0293	unrelated	0	train	rest	ambulance	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""æ"", ""m"", ""b"", ""j"", ""ʊ"", ""l"", ""ə"", ""n"", ""s""]"	
MEANING_0294	unrelated	0	train	rest	cord	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""k"", ""ɔ"", ""ɹ"", ""d""]"	
MEANING_0295	unrelated	0	train	rest	figure	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""f"", ""ɪ"", ""ɡ"", ""j"", ""ə"", ""ɹ""]"	
MEANING_0296	unrelated	0	train	rest	gain	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""ɡ"", ""eɪ"", ""n""]"	
MEANING_0297	unrelated	0	train	rest	hell	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""h"", ""ɛ"", ""l""]"	
MEANING_0298	unrelated	0	train	rest	knob	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""n"", ""ɑ"", ""b""]"	
MEANING_0299	unrelated	0	train	rest	lick	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""l"", ""ɪ"", ""k""]"	
MEANING_0300	unrelated	0	train	rest	obsession	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""ə"", ""b"", ""s"", ""ɛ"", ""ʃ"", ""ə"", ""n""]"	
MEANING_0301	unrelated	0	train	rest	society	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""s"", ""ə"", ""s"", ""aɪ"", ""ə"", ""t"", ""i""]"	
MEANING_0302	unrelated	0	train	rest	subway	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""s"", ""ʌ"", ""b"", ""w"", ""eɪ""]"	
MEANING_0303	unrelated	0	train	rest	think	"[""ɹ"", ""ɛ"", ""s"", ""t""]"	"[""θ"", ""ɪ"", ""ŋ"", ""k""]"	
MEANING_0304	unrelated	0	train	rim	anger	"[""ɹ"", ""ɪ"", ""m""]"	"[""æ"", ""ŋ"", ""ɡ"", ""ə"", ""ɹ""]"	
MEANING_0305	unrelated	0	train	rim	elegant	"[""ɹ"", ""ɪ"", ""m""]"	"[""ɛ"", ""l"", ""ɪ"", ""ɡ"", ""ə"", ""n"", ""t""]"	
MEANING_0306	unrelated	0	train	rim	graph	"[""ɹ"", ""ɪ"", ""m""]"	"[""ɡ"", ""ɹ"", ""æ"", ""f""]"	
MEANING_0307	unrelated	0	train	rim	haul	"[""ɹ"", ""ɪ"", ""m""]"	"[""h"", ""ɔ"", ""l""]"	
MEANING_0308	unrelated	0	train	rim	haven	"[""ɹ"", ""ɪ"", ""m""]"	"[""h"", ""eɪ"", ""v"", ""ə"", ""n""]"	
MEANING_0309	unrelated	0	train	rim	rodeo	"[""ɹ"", ""ɪ"", ""m""]"	"[""ɹ"", ""oʊ"", ""d"", ""ɪ"", ""oʊ""]"	
MEANING_0310	unrelated	0	train	rim	waitress	"[""ɹ"", ""ɪ"", ""m""]"	"[""w"", ""eɪ"", ""t"", ""ɹ"", ""ə"", ""s""]"	
MEANING_0311	unrelated	0	train	rim	youth	"[""ɹ"", ""ɪ"", ""m""]"	"[""j"", ""uː"", ""θ""]"	
MEANING_0312	unrelated	0	train	school	boot	"[""s"", ""k"", ""uː"", ""l""]"	"[""b"", ""uː"", ""t""]"	
MEANING_0313	unrelated	0	train	school	cross	"[""s"", ""k"", ""uː"", ""l""]"	"[""k"", ""ɹ"", ""ɔ"", ""s""]"	
MEANING_0314	unrelated	0	train	school	done	"[""s"", ""k"", ""uː"", ""l""]"	"[""d"", ""ʌ"", ""n""]"	
MEANING_0315	unrelated	0	train	school	driver	"[""s"", ""k"", ""uː"", ""l""]"	"[""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ""]"	
MEANING_0316	unrelated	0	train	school	frog	"[""s"", ""k"", ""uː"", ""l""]"	"[""f"", ""ɹ"", ""ɑ"", ""ɡ""]"	
MEANING_0317	unrelated	0	train	school	manner	"[""s"", ""k"", ""uː"", ""l""]"	"[""m"", ""æ"", ""n"", ""ə"", ""ɹ""]"	
MEANING_0318	unrelated	0	train	school	moment	"[""s"", ""k"", ""uː"", ""l""]"	"[""m"", ""oʊ"", ""m"", ""ə"", ""n"", ""t""]"	
MEANING_0319	unrelated	0	train	school	sneaky	"[""s"", ""k"", ""uː"", ""l""]"	"[""s"", ""n"", ""iː"", ""k"", ""i""]"	
MEANING_0320	unrelated	0	train	school	tower	"[""s"", ""k"", ""uː"", ""l""]"	"[""t"", ""aʊ"", ""ə"", ""ɹ""]"	
MEANING_0321	unrelated	0	train	school	trap	"[""s"", ""k"", ""uː"", ""l""]"	"[""t"", ""ɹ"", ""æ"", ""p""]"	
MEANING_0322	unrelated	0	train	server	baseball	"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""b"", ""eɪ"", ""s"", ""b"", ""ɔ"", ""l""]"	
MEANING_0323	unrelated	0	train	server	dam	"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""d"", ""æ"", ""m""]"	
MEANING_0324	unrelated	0	train	server	exact	"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""ɛ"", ""ɡ"", ""z"", ""æ"", ""k"", ""t""]"	
MEANING_0325	unrelated	0	train	server	make	"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""m"", ""eɪ"", ""k""]"	
MEANING_0326	unrelated	0	train	server	minus	"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""m"", ""aɪ"", ""n"", ""ə"", ""s""]"	
MEANING_0327	unrelated	0	train	server	sermon	"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""s"", ""ɜː"", ""m"", ""ə"", ""n""]"	unseen_phase1:sermon
MEANING_0328	unrelated	0	train	snob	behind	"[""s"", ""n"", ""ɑ"", ""b""]"	"[""b"", ""ɪ"", ""h"", ""aɪ"", ""n"", ""d""]"	unseen_phase1:snob
