item_id	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	condition	binary_label	sentence	template_family	verb_surface	object_surface	verb_lemma	object_lemma	verb_object_FSG	violation_type	source_record_id	auto_expected_grammatical_yes_no	auto_structure_complete_yes_no	auto_error_annotation_pass_yes_no	human_corrected_event_makes_sense_yes_no	human_sentence_grammatical_yes_no	human_no_extra_errors_yes_no	human_notes_optional
CAND_GRAM_000668	plus	candidate_pending_human_review			grammatical	1	Last week he fed two birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000669	plus	candidate_pending_human_review			grammatical	1	They are feeding two birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000670	plus	candidate_pending_human_review			grammatical	1	They do not feed two birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000671	plus	candidate_pending_human_review			grammatical	1	Every day they feed two birds	present_3s	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000672	plus	candidate_pending_human_review			grammatical	1	Last week they fed two birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000673	plus	candidate_pending_human_review			grammatical	1	She is feeding three birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000674	plus	candidate_pending_human_review			grammatical	1	She does not feed three birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000675	plus	candidate_pending_human_review			grammatical	1	Every day she feeds three birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000676	plus	candidate_pending_human_review			grammatical	1	Last week she fed three birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000677	plus	candidate_pending_human_review			grammatical	1	He is feeding three birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000678	plus	candidate_pending_human_review			grammatical	1	He does not feed three birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000679	plus	candidate_pending_human_review			grammatical	1	Every day he feeds three birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000680	plus	candidate_pending_human_review			grammatical	1	Last week he fed three birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000681	plus	candidate_pending_human_review			grammatical	1	They are feeding three birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000682	plus	candidate_pending_human_review			grammatical	1	They do not feed three birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000683	plus	candidate_pending_human_review			grammatical	1	Every day they feed three birds	present_3s	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000684	plus	candidate_pending_human_review			grammatical	1	Last week they fed three birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000685	plus	candidate_pending_human_review			grammatical	1	She is feeding four birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000686	plus	candidate_pending_human_review			grammatical	1	She does not feed four birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000687	plus	candidate_pending_human_review			grammatical	1	Every day she feeds four birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000688	plus	candidate_pending_human_review			grammatical	1	Last week she fed four birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000689	plus	candidate_pending_human_review			grammatical	1	He is feeding four birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000690	plus	candidate_pending_human_review			grammatical	1	He does not feed four birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000691	plus	candidate_pending_human_review			grammatical	1	Every day he feeds four birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000692	plus	candidate_pending_human_review			grammatical	1	Last week he fed four birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000693	plus	candidate_pending_human_review			grammatical	1	They are feeding four birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000694	plus	candidate_pending_human_review			grammatical	1	They do not feed four birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000695	plus	candidate_pending_human_review			grammatical	1	Every day they feed four birds	present_3s	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000696	plus	candidate_pending_human_review			grammatical	1	Last week they fed four birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000697	plus	candidate_pending_human_review			grammatical	1	She is feeding five birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000698	plus	candidate_pending_human_review			grammatical	1	She does not feed five birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000699	plus	candidate_pending_human_review			grammatical	1	Every day she feeds five birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000700	plus	candidate_pending_human_review			grammatical	1	Last week she fed five birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000701	plus	candidate_pending_human_review			grammatical	1	He is feeding five birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000702	plus	candidate_pending_human_review			grammatical	1	He does not feed five birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000703	plus	candidate_pending_human_review			grammatical	1	Every day he feeds five birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000704	plus	candidate_pending_human_review			grammatical	1	Last week he fed five birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000705	plus	candidate_pending_human_review			grammatical	1	They are feeding five birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000706	plus	candidate_pending_human_review			grammatical	1	They do not feed five birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000707	plus	candidate_pending_human_review			grammatical	1	Every day they feed five birds	present_3s	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000708	plus	candidate_pending_human_review			grammatical	1	Last week they fed five birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000709	plus	candidate_pending_human_review			grammatical	1	She is feeding six birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000710	plus	candidate_pending_human_review			grammatical	1	She does not feed six birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000711	plus	candidate_pending_human_review			grammatical	1	Every day she feeds six birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000712	plus	candidate_pending_human_review			grammatical	1	Last week she fed six birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000713	plus	candidate_pending_human_review			grammatical	1	He is feeding six birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000714	plus	candidate_pending_human_review			grammatical	1	He does not feed six birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000715	plus	candidate_pending_human_review			grammatical	1	Every day he feeds six birds	present_3s	feeds	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000716	plus	candidate_pending_human_review			grammatical	1	Last week he fed six birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000717	plus	candidate_pending_human_review			grammatical	1	They are feeding six birds	be_progressive	feeding	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000718	plus	candidate_pending_human_review			grammatical	1	They do not feed six birds	do_negation	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000719	plus	candidate_pending_human_review			grammatical	1	Every day they feed six birds	present_3s	feed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000720	plus	candidate_pending_human_review			grammatical	1	Last week they fed six birds	simple_past	fed	birds	feed	bird	0.024	none	USF:Cue_Target_Pairs.D-F:7547	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000721	plus	candidate_pending_human_review			grammatical	1	She is sailing one boat	be_progressive	sailing	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000722	plus	candidate_pending_human_review			grammatical	1	She does not sail one boat	do_negation	sail	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000723	plus	candidate_pending_human_review			grammatical	1	Every day she sails one boat	present_3s	sails	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000724	plus	candidate_pending_human_review			grammatical	1	Last week she sailed one boat	simple_past	sailed	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000725	plus	candidate_pending_human_review			grammatical	1	He is sailing one boat	be_progressive	sailing	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000726	plus	candidate_pending_human_review			grammatical	1	He does not sail one boat	do_negation	sail	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000727	plus	candidate_pending_human_review			grammatical	1	Every day he sails one boat	present_3s	sails	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000728	plus	candidate_pending_human_review			grammatical	1	Last week he sailed one boat	simple_past	sailed	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000729	plus	candidate_pending_human_review			grammatical	1	They are sailing one boat	be_progressive	sailing	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000730	plus	candidate_pending_human_review			grammatical	1	They do not sail one boat	do_negation	sail	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000731	plus	candidate_pending_human_review			grammatical	1	Every day they sail one boat	present_3s	sail	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000732	plus	candidate_pending_human_review			grammatical	1	Last week they sailed one boat	simple_past	sailed	boat	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000733	plus	candidate_pending_human_review			grammatical	1	She is sailing two boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000734	plus	candidate_pending_human_review			grammatical	1	She does not sail two boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000735	plus	candidate_pending_human_review			grammatical	1	Every day she sails two boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000736	plus	candidate_pending_human_review			grammatical	1	Last week she sailed two boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000737	plus	candidate_pending_human_review			grammatical	1	He is sailing two boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000738	plus	candidate_pending_human_review			grammatical	1	He does not sail two boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000739	plus	candidate_pending_human_review			grammatical	1	Every day he sails two boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000740	plus	candidate_pending_human_review			grammatical	1	Last week he sailed two boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000741	plus	candidate_pending_human_review			grammatical	1	They are sailing two boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000742	plus	candidate_pending_human_review			grammatical	1	They do not sail two boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000743	plus	candidate_pending_human_review			grammatical	1	Every day they sail two boats	present_3s	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000744	plus	candidate_pending_human_review			grammatical	1	Last week they sailed two boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000745	plus	candidate_pending_human_review			grammatical	1	She is sailing three boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000746	plus	candidate_pending_human_review			grammatical	1	She does not sail three boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000747	plus	candidate_pending_human_review			grammatical	1	Every day she sails three boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000748	plus	candidate_pending_human_review			grammatical	1	Last week she sailed three boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000749	plus	candidate_pending_human_review			grammatical	1	He is sailing three boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000750	plus	candidate_pending_human_review			grammatical	1	He does not sail three boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000751	plus	candidate_pending_human_review			grammatical	1	Every day he sails three boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000752	plus	candidate_pending_human_review			grammatical	1	Last week he sailed three boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000753	plus	candidate_pending_human_review			grammatical	1	They are sailing three boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000754	plus	candidate_pending_human_review			grammatical	1	They do not sail three boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000755	plus	candidate_pending_human_review			grammatical	1	Every day they sail three boats	present_3s	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000756	plus	candidate_pending_human_review			grammatical	1	Last week they sailed three boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000757	plus	candidate_pending_human_review			grammatical	1	She is sailing four boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000758	plus	candidate_pending_human_review			grammatical	1	She does not sail four boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000759	plus	candidate_pending_human_review			grammatical	1	Every day she sails four boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000760	plus	candidate_pending_human_review			grammatical	1	Last week she sailed four boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000761	plus	candidate_pending_human_review			grammatical	1	He is sailing four boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000762	plus	candidate_pending_human_review			grammatical	1	He does not sail four boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000763	plus	candidate_pending_human_review			grammatical	1	Every day he sails four boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000764	plus	candidate_pending_human_review			grammatical	1	Last week he sailed four boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000765	plus	candidate_pending_human_review			grammatical	1	They are sailing four boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000766	plus	candidate_pending_human_review			grammatical	1	They do not sail four boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000767	plus	candidate_pending_human_review			grammatical	1	Every day they sail four boats	present_3s	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000768	plus	candidate_pending_human_review			grammatical	1	Last week they sailed four boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000769	plus	candidate_pending_human_review			grammatical	1	She is sailing five boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000770	plus	candidate_pending_human_review			grammatical	1	She does not sail five boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000771	plus	candidate_pending_human_review			grammatical	1	Every day she sails five boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000772	plus	candidate_pending_human_review			grammatical	1	Last week she sailed five boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000773	plus	candidate_pending_human_review			grammatical	1	He is sailing five boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000774	plus	candidate_pending_human_review			grammatical	1	He does not sail five boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000775	plus	candidate_pending_human_review			grammatical	1	Every day he sails five boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000776	plus	candidate_pending_human_review			grammatical	1	Last week he sailed five boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000777	plus	candidate_pending_human_review			grammatical	1	They are sailing five boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000778	plus	candidate_pending_human_review			grammatical	1	They do not sail five boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000779	plus	candidate_pending_human_review			grammatical	1	Every day they sail five boats	present_3s	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000780	plus	candidate_pending_human_review			grammatical	1	Last week they sailed five boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000781	plus	candidate_pending_human_review			grammatical	1	She is sailing six boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000782	plus	candidate_pending_human_review			grammatical	1	She does not sail six boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000783	plus	candidate_pending_human_review			grammatical	1	Every day she sails six boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000784	plus	candidate_pending_human_review			grammatical	1	Last week she sailed six boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000785	plus	candidate_pending_human_review			grammatical	1	He is sailing six boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000786	plus	candidate_pending_human_review			grammatical	1	He does not sail six boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000787	plus	candidate_pending_human_review			grammatical	1	Every day he sails six boats	present_3s	sails	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000788	plus	candidate_pending_human_review			grammatical	1	Last week he sailed six boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000789	plus	candidate_pending_human_review			grammatical	1	They are sailing six boats	be_progressive	sailing	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000790	plus	candidate_pending_human_review			grammatical	1	They do not sail six boats	do_negation	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000791	plus	candidate_pending_human_review			grammatical	1	Every day they sail six boats	present_3s	sail	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000792	plus	candidate_pending_human_review			grammatical	1	Last week they sailed six boats	simple_past	sailed	boats	sail	boat	0.589	none	USF:Cue_Target_Pairs.S:120	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000793	plus	candidate_pending_human_review			grammatical	1	She is flipping one coin	be_progressive	flipping	coin	flip	coin	0.075	none	USF:Cue_Target_Pairs.D-F:8550	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000794	plus	candidate_pending_human_review			grammatical	1	She does not flip one coin	do_negation	flip	coin	flip	coin	0.075	none	USF:Cue_Target_Pairs.D-F:8550	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000795	plus	candidate_pending_human_review			grammatical	1	Every day she flips one coin	present_3s	flips	coin	flip	coin	0.075	none	USF:Cue_Target_Pairs.D-F:8550	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000796	plus	candidate_pending_human_review			grammatical	1	Last week she flipped one coin	simple_past	flipped	coin	flip	coin	0.075	none	USF:Cue_Target_Pairs.D-F:8550	yes	yes	yes	yes	yes	yes	
CAND_GRAM_000797	plus	candidate_pending_human_review			grammatical	1	He is flipping one coin	be_progressive	flipping	coin	flip	coin	0.075	none	USF:Cue_Target_Pairs.D-F:8550	yes	yes	yes	yes	yes	yes	
